PERSONID,SUBJECT_Pref,SUBJECT_Pref_Level,SUBJECT_Teach_Mapping
107593,HISTORY,3,SocialStudies
107593,SPED,2,GeneralEd
107593,ENGLISH,3,English
107593,SPANISH,3,ForeignLanguage
107593,PREK,2,OtherSubjects
107593,MSGENSCIENCE,1,Science
107593,COMPUTERSCI,3,Math
107593,MUSIC,3,OtherSubjects
107593,CHEMISTRY,1,Science
107593,FRENCH,3,ForeignLanguage
107593,ARTS,3,Humanities
107593,BILINGUAL,3,ForeignLanguage
107593,MSMATH,2,Math
107593,MSGENERALIST,2,GeneralEd
107593,HSMATH,3,Math
107593,BIOLOGY,1,Science
107593,ESL,3,English
101334,ESL,3,English
101334,ELEMENTARY,3,GeneralEd
101334,PHYSICS,3,Science
101334,SPED,3,GeneralEd
101334,HSGENSCIENCE,3,Science
101334,ENGLISH,3,English
101334,MUSIC,3,OtherSubjects
101334,CHEMISTRY,3,Science
101334,COMPUTERSCI,3,Math
101334,MSMATH,1,Math
101334,FRENCH,3,ForeignLanguage
101334,HISTORY,3,SocialStudies
101334,SPANISH,3,ForeignLanguage
101334,MSGENERALIST,3,GeneralEd
101334,PREK,3,OtherSubjects
101334,MSGENSCIENCE,3,Science
101334,ARTS,3,Humanities
101334,HSMATH,1,Math
101334,BILINGUAL,3,ForeignLanguage
101334,BIOLOGY,3,Science
108987,PHYSICS,3,Science
108987,BILINGUAL,1,ForeignLanguage
108987,HSMATH,1,Math
108987,ESL,1,English
108987,HISTORY,3,SocialStudies
108987,MSMATH,3,Math
108987,BIOLOGY,3,Science
108987,ENGLISH,2,English
108987,MSGENSCIENCE,3,Science
108987,FRENCH,3,ForeignLanguage
108987,SPED,3,GeneralEd
108987,CHEMISTRY,3,Science
108987,ARTS,3,Humanities
108987,SPANISH,2,ForeignLanguage
108987,ELEMENTARY,1,GeneralEd
108987,COMPUTERSCI,3,Math
108987,PREK,2,OtherSubjects
108987,MUSIC,3,OtherSubjects
108987,MSGENERALIST,3,GeneralEd
108987,HSGENSCIENCE,3,Science
100983,HSGENSCIENCE,1,Science
100983,ARTS,3,Humanities
100983,PHYSICS,3,Science
100983,MSMATH,2,Math
100983,PREK,3,OtherSubjects
100983,CHEMISTRY,2,Science
100983,SPED,2,GeneralEd
100983,BILINGUAL,3,ForeignLanguage
100983,MSGENERALIST,3,GeneralEd
100983,FRENCH,3,ForeignLanguage
100983,MSGENSCIENCE,2,Science
100983,ESL,3,English
100983,ENGLISH,3,English
100983,MUSIC,3,OtherSubjects
100983,BIOLOGY,1,Science
100983,COMPUTERSCI,3,Math
100983,ELEMENTARY,3,GeneralEd
100983,SPANISH,3,ForeignLanguage
100983,HISTORY,2,SocialStudies
100983,HSMATH,2,Math
103219,MUSIC,2,OtherSubjects
103219,ESL,1,English
103219,HISTORY,1,SocialStudies
103219,PHYSICS,3,Science
103219,ARTS,1,Humanities
103219,HSMATH,2,Math
103219,MSMATH,2,Math
103219,SPANISH,3,ForeignLanguage
103219,HSGENSCIENCE,2,Science
103219,MSGENSCIENCE,1,Science
103219,SPED,1,GeneralEd
103219,COMPUTERSCI,2,Math
103219,CHEMISTRY,3,Science
103219,ELEMENTARY,1,GeneralEd
103219,FRENCH,3,ForeignLanguage
103219,BIOLOGY,1,Science
103219,BILINGUAL,3,ForeignLanguage
103219,ENGLISH,1,English
103219,PREK,3,OtherSubjects
103219,MSGENERALIST,1,GeneralEd
107865,BILINGUAL,3,ForeignLanguage
107865,HSGENSCIENCE,2,Science
107865,ESL,1,English
107865,PREK,2,OtherSubjects
107865,COMPUTERSCI,3,Math
107865,MUSIC,3,OtherSubjects
107865,BIOLOGY,3,Science
107865,HSMATH,2,Math
107865,HISTORY,1,SocialStudies
107865,ENGLISH,1,English
107865,FRENCH,3,ForeignLanguage
107865,SPANISH,3,ForeignLanguage
107865,MSMATH,3,Math
107865,PHYSICS,3,Science
107865,MSGENSCIENCE,3,Science
107865,ELEMENTARY,1,GeneralEd
107865,MSGENERALIST,1,GeneralEd
107865,SPED,2,GeneralEd
107865,CHEMISTRY,3,Science
107865,ARTS,1,Humanities
104263,ENGLISH,1,English
104263,ESL,2,English
104263,HSMATH,3,Math
104263,ARTS,2,Humanities
104263,SPED,2,GeneralEd
104263,HISTORY,1,SocialStudies
104263,ELEMENTARY,1,GeneralEd
104263,BILINGUAL,3,ForeignLanguage
104263,MSMATH,3,Math
104263,COMPUTERSCI,3,Math
104263,CHEMISTRY,3,Science
104263,PREK,1,OtherSubjects
104263,PHYSICS,3,Science
104263,HSGENSCIENCE,2,Science
104263,FRENCH,3,ForeignLanguage
104263,MSGENSCIENCE,2,Science
104263,MUSIC,3,OtherSubjects
104263,MSGENERALIST,1,GeneralEd
104263,SPANISH,3,ForeignLanguage
104263,BIOLOGY,3,Science
105242,PHYSICS,3,Science
105242,HISTORY,1,SocialStudies
105242,PREK,1,OtherSubjects
105242,FRENCH,3,ForeignLanguage
105242,SPED,1,GeneralEd
105242,ELEMENTARY,1,GeneralEd
105242,ENGLISH,1,English
105242,MSGENSCIENCE,2,Science
105242,COMPUTERSCI,2,Math
105242,MSMATH,3,Math
105242,HSGENSCIENCE,2,Science
105242,SPANISH,1,ForeignLanguage
105242,HSMATH,3,Math
105242,CHEMISTRY,3,Science
105242,MSGENERALIST,1,GeneralEd
105242,MUSIC,2,OtherSubjects
105242,BIOLOGY,2,Science
105242,BILINGUAL,1,ForeignLanguage
105242,ESL,1,English
105242,ARTS,1,Humanities
104167,MUSIC,3,OtherSubjects
104167,PREK,3,OtherSubjects
104167,HSMATH,2,Math
104167,SPED,3,GeneralEd
104167,MSGENSCIENCE,2,Science
104167,ARTS,2,Humanities
104167,ESL,3,English
104167,MSGENERALIST,1,GeneralEd
104167,HSGENSCIENCE,2,Science
104167,ELEMENTARY,2,GeneralEd
104167,CHEMISTRY,2,Science
104167,HISTORY,1,SocialStudies
104167,SPANISH,3,ForeignLanguage
104167,ENGLISH,1,English
104167,PHYSICS,3,Science
104167,FRENCH,3,ForeignLanguage
104167,COMPUTERSCI,3,Math
104167,BILINGUAL,3,ForeignLanguage
104167,BIOLOGY,2,Science
104167,MSMATH,1,Math
100163,FRENCH,3,ForeignLanguage
100163,ENGLISH,3,English
100163,ESL,3,English
100163,HSGENSCIENCE,3,Science
100163,COMPUTERSCI,3,Math
100163,SPED,3,GeneralEd
100163,MSMATH,3,Math
100163,MUSIC,3,OtherSubjects
100163,MSGENSCIENCE,3,Science
100163,SPANISH,3,ForeignLanguage
100163,PREK,1,OtherSubjects
100163,BIOLOGY,3,Science
100163,MSGENERALIST,3,GeneralEd
100163,HISTORY,3,SocialStudies
100163,CHEMISTRY,3,Science
100163,ELEMENTARY,1,GeneralEd
100163,BILINGUAL,3,ForeignLanguage
100163,ARTS,3,Humanities
100163,PHYSICS,3,Science
100163,HSMATH,3,Math
100417,BIOLOGY,3,Science
100417,ARTS,3,Humanities
100417,HSGENSCIENCE,3,Science
100417,HSMATH,3,Math
100417,ELEMENTARY,3,GeneralEd
100417,HISTORY,1,SocialStudies
100417,PREK,3,OtherSubjects
100417,ENGLISH,1,English
100417,MSMATH,3,Math
100417,SPANISH,3,ForeignLanguage
100417,ESL,2,English
100417,FRENCH,3,ForeignLanguage
100417,PHYSICS,3,Science
100417,CHEMISTRY,3,Science
100417,MSGENSCIENCE,2,Science
100417,SPED,3,GeneralEd
100417,COMPUTERSCI,3,Math
100417,BILINGUAL,3,ForeignLanguage
100417,MSGENERALIST,1,GeneralEd
100417,MUSIC,3,OtherSubjects
101191,ESL,3,English
101191,MSMATH,2,Math
101191,SPANISH,3,ForeignLanguage
101191,HSMATH,2,Math
101191,COMPUTERSCI,3,Math
101191,BILINGUAL,3,ForeignLanguage
101191,ELEMENTARY,3,GeneralEd
101191,FRENCH,3,ForeignLanguage
101191,MUSIC,3,OtherSubjects
101191,CHEMISTRY,3,Science
101191,MSGENSCIENCE,3,Science
101191,PHYSICS,3,Science
101191,PREK,3,OtherSubjects
101191,ENGLISH,3,English
101191,MSGENERALIST,2,GeneralEd
101191,ARTS,3,Humanities
101191,HSGENSCIENCE,3,Science
101191,SPED,1,GeneralEd
101191,HISTORY,3,SocialStudies
101191,BIOLOGY,3,Science
109882,PHYSICS,3,Science
109882,MSGENSCIENCE,3,Science
109882,ESL,3,English
109882,COMPUTERSCI,3,Math
109882,HISTORY,3,SocialStudies
109882,BIOLOGY,3,Science
109882,BILINGUAL,3,ForeignLanguage
109882,MSMATH,3,Math
109882,HSMATH,3,Math
109882,SPANISH,3,ForeignLanguage
109882,ELEMENTARY,3,GeneralEd
109882,ARTS,3,Humanities
109882,ENGLISH,1,English
109882,FRENCH,3,ForeignLanguage
109882,MSGENERALIST,2,GeneralEd
109882,PREK,3,OtherSubjects
109882,MUSIC,3,OtherSubjects
109882,CHEMISTRY,3,Science
109882,HSGENSCIENCE,3,Science
109882,SPED,2,GeneralEd
103114,ARTS,3,Humanities
103114,PHYSICS,1,Science
103114,COMPUTERSCI,2,Math
103114,MSMATH,2,Math
103114,SPED,3,GeneralEd
103114,SPANISH,2,ForeignLanguage
103114,BILINGUAL,3,ForeignLanguage
103114,HSMATH,1,Math
103114,HSGENSCIENCE,1,Science
103114,MSGENSCIENCE,2,Science
103114,BIOLOGY,2,Science
103114,ESL,3,English
103114,ENGLISH,2,English
103114,MSGENERALIST,2,GeneralEd
103114,MUSIC,3,OtherSubjects
103114,PREK,3,OtherSubjects
103114,HISTORY,2,SocialStudies
103114,ELEMENTARY,3,GeneralEd
103114,FRENCH,3,ForeignLanguage
103114,CHEMISTRY,2,Science
105963,PHYSICS,3,Science
105963,FRENCH,3,ForeignLanguage
105963,MSGENERALIST,1,GeneralEd
105963,MUSIC,2,OtherSubjects
105963,HSMATH,2,Math
105963,ESL,3,English
105963,BILINGUAL,3,ForeignLanguage
105963,HSGENSCIENCE,2,Science
105963,BIOLOGY,3,Science
105963,COMPUTERSCI,3,Math
105963,ARTS,3,Humanities
105963,SPANISH,3,ForeignLanguage
105963,CHEMISTRY,3,Science
105963,MSMATH,2,Math
105963,MSGENSCIENCE,2,Science
105963,ENGLISH,1,English
105963,HISTORY,1,SocialStudies
105963,ELEMENTARY,2,GeneralEd
105963,PREK,3,OtherSubjects
105963,SPED,2,GeneralEd
102378,ENGLISH,1,English
102378,SPANISH,3,ForeignLanguage
102378,ESL,1,English
102378,COMPUTERSCI,2,Math
102378,BIOLOGY,2,Science
102378,PHYSICS,3,Science
102378,MSMATH,2,Math
102378,FRENCH,1,ForeignLanguage
102378,ELEMENTARY,2,GeneralEd
102378,ARTS,1,Humanities
102378,MSGENERALIST,1,GeneralEd
102378,HISTORY,1,SocialStudies
102378,MSGENSCIENCE,1,Science
102378,SPED,3,GeneralEd
102378,MUSIC,2,OtherSubjects
102378,HSMATH,2,Math
102378,BILINGUAL,3,ForeignLanguage
102378,CHEMISTRY,3,Science
102378,HSGENSCIENCE,2,Science
102378,PREK,3,OtherSubjects
109373,ENGLISH,2,English
109373,HSGENSCIENCE,1,Science
109373,SPANISH,3,ForeignLanguage
109373,ARTS,2,Humanities
109373,MUSIC,2,OtherSubjects
109373,BILINGUAL,3,ForeignLanguage
109373,PREK,3,OtherSubjects
109373,COMPUTERSCI,2,Math
109373,HISTORY,2,SocialStudies
109373,BIOLOGY,1,Science
109373,MSGENERALIST,1,GeneralEd
109373,ELEMENTARY,2,GeneralEd
109373,FRENCH,3,ForeignLanguage
109373,SPED,3,GeneralEd
109373,MSGENSCIENCE,1,Science
109373,PHYSICS,2,Science
109373,MSMATH,2,Math
109373,CHEMISTRY,2,Science
109373,HSMATH,2,Math
109373,ESL,1,English
102220,HSGENSCIENCE,3,Science
102220,SPANISH,1,ForeignLanguage
102220,FRENCH,3,ForeignLanguage
102220,MSGENERALIST,3,GeneralEd
102220,PREK,2,OtherSubjects
102220,CHEMISTRY,3,Science
102220,ENGLISH,2,English
102220,ESL,1,English
102220,MSMATH,3,Math
102220,MUSIC,3,OtherSubjects
102220,BIOLOGY,3,Science
102220,MSGENSCIENCE,3,Science
102220,SPED,3,GeneralEd
102220,PHYSICS,3,Science
102220,ELEMENTARY,1,GeneralEd
102220,HSMATH,3,Math
102220,COMPUTERSCI,3,Math
102220,HISTORY,2,SocialStudies
102220,BILINGUAL,2,ForeignLanguage
102220,ARTS,3,Humanities
102766,ENGLISH,1,English
102766,ESL,2,English
102766,MSGENERALIST,2,GeneralEd
102766,ARTS,3,Humanities
102766,BIOLOGY,3,Science
102766,BILINGUAL,3,ForeignLanguage
102766,SPANISH,3,ForeignLanguage
102766,SPED,2,GeneralEd
102766,MUSIC,3,OtherSubjects
102766,PREK,3,OtherSubjects
102766,CHEMISTRY,3,Science
102766,FRENCH,3,ForeignLanguage
102766,HISTORY,3,SocialStudies
102766,ELEMENTARY,2,GeneralEd
102766,HSGENSCIENCE,3,Science
102766,MSMATH,3,Math
102766,HSMATH,3,Math
102766,PHYSICS,3,Science
102766,MSGENSCIENCE,3,Science
102766,COMPUTERSCI,3,Math
101878,HSGENSCIENCE,2,Science
101878,SPANISH,3,ForeignLanguage
101878,ENGLISH,1,English
101878,HISTORY,3,SocialStudies
101878,SPED,1,GeneralEd
101878,ARTS,1,Humanities
101878,PHYSICS,3,Science
101878,MSGENERALIST,3,GeneralEd
101878,MSGENSCIENCE,3,Science
101878,COMPUTERSCI,3,Math
101878,PREK,3,OtherSubjects
101878,BILINGUAL,3,ForeignLanguage
101878,ELEMENTARY,3,GeneralEd
101878,HSMATH,2,Math
101878,BIOLOGY,3,Science
101878,CHEMISTRY,3,Science
101878,MSMATH,3,Math
101878,MUSIC,3,OtherSubjects
101878,FRENCH,3,ForeignLanguage
101878,ESL,2,English
106132,MSMATH,3,Math
106132,HSMATH,3,Math
106132,SPANISH,3,ForeignLanguage
106132,BILINGUAL,3,ForeignLanguage
106132,ENGLISH,1,English
106132,HISTORY,2,SocialStudies
106132,BIOLOGY,3,Science
106132,MUSIC,3,OtherSubjects
106132,SPED,2,GeneralEd
106132,ESL,1,English
106132,ELEMENTARY,3,GeneralEd
106132,PREK,3,OtherSubjects
106132,COMPUTERSCI,3,Math
106132,ARTS,3,Humanities
106132,PHYSICS,3,Science
106132,HSGENSCIENCE,3,Science
106132,CHEMISTRY,3,Science
106132,MSGENSCIENCE,3,Science
106132,FRENCH,3,ForeignLanguage
106132,MSGENERALIST,3,GeneralEd
108993,BILINGUAL,3,ForeignLanguage
108993,MSGENSCIENCE,2,Science
108993,MSGENERALIST,2,GeneralEd
108993,ARTS,3,Humanities
108993,SPANISH,3,ForeignLanguage
108993,PHYSICS,3,Science
108993,FRENCH,3,ForeignLanguage
108993,MSMATH,3,Math
108993,ENGLISH,1,English
108993,HSGENSCIENCE,2,Science
108993,CHEMISTRY,3,Science
108993,HSMATH,3,Math
108993,PREK,3,OtherSubjects
108993,BIOLOGY,3,Science
108993,HISTORY,1,SocialStudies
108993,MUSIC,3,OtherSubjects
108993,ELEMENTARY,3,GeneralEd
108993,ESL,3,English
108993,SPED,2,GeneralEd
108993,COMPUTERSCI,2,Math
101483,CHEMISTRY,3,Science
101483,BIOLOGY,1,Science
101483,ESL,2,English
101483,HSGENSCIENCE,3,Science
101483,MSMATH,3,Math
101483,MSGENERALIST,1,GeneralEd
101483,PHYSICS,3,Science
101483,HISTORY,1,SocialStudies
101483,MUSIC,3,OtherSubjects
101483,ARTS,3,Humanities
101483,HSMATH,3,Math
101483,PREK,3,OtherSubjects
101483,ENGLISH,1,English
101483,COMPUTERSCI,3,Math
101483,BILINGUAL,3,ForeignLanguage
101483,SPED,1,GeneralEd
101483,MSGENSCIENCE,2,Science
101483,ELEMENTARY,3,GeneralEd
101483,SPANISH,3,ForeignLanguage
101483,FRENCH,3,ForeignLanguage
103092,HSMATH,1,Math
103092,ELEMENTARY,2,GeneralEd
103092,FRENCH,3,ForeignLanguage
103092,COMPUTERSCI,3,Math
103092,MUSIC,2,OtherSubjects
103092,ARTS,2,Humanities
103092,CHEMISTRY,2,Science
103092,MSGENERALIST,1,GeneralEd
103092,BILINGUAL,3,ForeignLanguage
103092,PHYSICS,2,Science
103092,MSMATH,1,Math
103092,HISTORY,1,SocialStudies
103092,BIOLOGY,3,Science
103092,SPED,2,GeneralEd
103092,SPANISH,3,ForeignLanguage
103092,MSGENSCIENCE,3,Science
103092,ENGLISH,1,English
103092,PREK,2,OtherSubjects
103092,ESL,2,English
103092,HSGENSCIENCE,3,Science
106012,PHYSICS,3,Science
106012,SPANISH,3,ForeignLanguage
106012,MUSIC,3,OtherSubjects
106012,HISTORY,2,SocialStudies
106012,ELEMENTARY,3,GeneralEd
106012,COMPUTERSCI,3,Math
106012,PREK,3,OtherSubjects
106012,ESL,3,English
106012,FRENCH,3,ForeignLanguage
106012,MSMATH,3,Math
106012,CHEMISTRY,3,Science
106012,ARTS,3,Humanities
106012,BIOLOGY,3,Science
106012,BILINGUAL,3,ForeignLanguage
106012,MSGENSCIENCE,3,Science
106012,SPED,3,GeneralEd
106012,HSGENSCIENCE,3,Science
106012,ENGLISH,1,English
106012,MSGENERALIST,2,GeneralEd
106012,HSMATH,3,Math
103134,MSMATH,1,Math
103134,MSGENERALIST,1,GeneralEd
103134,FRENCH,3,ForeignLanguage
103134,COMPUTERSCI,3,Math
103134,BILINGUAL,3,ForeignLanguage
103134,SPANISH,3,ForeignLanguage
103134,ARTS,3,Humanities
103134,ESL,3,English
103134,ENGLISH,1,English
103134,HISTORY,1,SocialStudies
103134,HSGENSCIENCE,3,Science
103134,SPED,3,GeneralEd
103134,BIOLOGY,3,Science
103134,MUSIC,3,OtherSubjects
103134,PREK,2,OtherSubjects
103134,PHYSICS,3,Science
103134,HSMATH,3,Math
103134,CHEMISTRY,3,Science
103134,MSGENSCIENCE,1,Science
103134,ELEMENTARY,1,GeneralEd
108118,HSGENSCIENCE,2,Science
108118,HSMATH,3,Math
108118,SPED,1,GeneralEd
108118,ENGLISH,1,English
108118,MSGENSCIENCE,2,Science
108118,CHEMISTRY,3,Science
108118,MSGENERALIST,1,GeneralEd
108118,MUSIC,3,OtherSubjects
108118,ARTS,3,Humanities
108118,PREK,2,OtherSubjects
108118,ELEMENTARY,1,GeneralEd
108118,HISTORY,1,SocialStudies
108118,PHYSICS,3,Science
108118,COMPUTERSCI,3,Math
108118,MSMATH,3,Math
108118,FRENCH,3,ForeignLanguage
108118,SPANISH,3,ForeignLanguage
108118,ESL,3,English
108118,BILINGUAL,3,ForeignLanguage
108118,BIOLOGY,3,Science
104823,BILINGUAL,2,ForeignLanguage
104823,HSMATH,1,Math
104823,PHYSICS,1,Science
104823,MUSIC,3,OtherSubjects
104823,FRENCH,3,ForeignLanguage
104823,MSGENSCIENCE,2,Science
104823,HSGENSCIENCE,2,Science
104823,CHEMISTRY,1,Science
104823,HISTORY,1,SocialStudies
104823,BIOLOGY,2,Science
104823,SPED,3,GeneralEd
104823,PREK,3,OtherSubjects
104823,ELEMENTARY,3,GeneralEd
104823,ENGLISH,3,English
104823,ESL,2,English
104823,MSMATH,2,Math
104823,ARTS,2,Humanities
104823,COMPUTERSCI,3,Math
104823,MSGENERALIST,3,GeneralEd
104823,SPANISH,1,ForeignLanguage
105281,ENGLISH,1,English
105281,HISTORY,1,SocialStudies
105281,COMPUTERSCI,3,Math
105281,MSMATH,3,Math
105281,MSGENERALIST,1,GeneralEd
105281,FRENCH,3,ForeignLanguage
105281,HSGENSCIENCE,1,Science
105281,MUSIC,3,OtherSubjects
105281,ARTS,1,Humanities
105281,ELEMENTARY,3,GeneralEd
105281,SPED,3,GeneralEd
105281,MSGENSCIENCE,1,Science
105281,BILINGUAL,3,ForeignLanguage
105281,BIOLOGY,2,Science
105281,CHEMISTRY,3,Science
105281,SPANISH,3,ForeignLanguage
105281,ESL,3,English
105281,PHYSICS,3,Science
105281,PREK,3,OtherSubjects
105281,HSMATH,3,Math
104866,PREK,3,OtherSubjects
104866,HSGENSCIENCE,3,Science
104866,BIOLOGY,3,Science
104866,MSGENSCIENCE,3,Science
104866,HSMATH,3,Math
104866,MSGENERALIST,2,GeneralEd
104866,MSMATH,3,Math
104866,CHEMISTRY,3,Science
104866,ELEMENTARY,1,GeneralEd
103116,MSMATH,2,Math
103116,PREK,3,OtherSubjects
103116,CHEMISTRY,3,Science
103116,MSGENERALIST,2,GeneralEd
103116,FRENCH,3,ForeignLanguage
103116,ARTS,3,Humanities
103116,PHYSICS,3,Science
103116,SPANISH,3,ForeignLanguage
103116,ELEMENTARY,3,GeneralEd
103116,MSGENSCIENCE,3,Science
103116,MUSIC,3,OtherSubjects
103116,HISTORY,1,SocialStudies
103116,BILINGUAL,3,ForeignLanguage
103116,SPED,3,GeneralEd
103116,HSMATH,2,Math
103116,BIOLOGY,3,Science
103116,HSGENSCIENCE,3,Science
103116,ESL,3,English
103116,COMPUTERSCI,2,Math
103116,ENGLISH,2,English
104611,BILINGUAL,3,ForeignLanguage
104611,MSGENERALIST,2,GeneralEd
104611,SPED,3,GeneralEd
104611,HSGENSCIENCE,1,Science
104611,PREK,3,OtherSubjects
104611,SPANISH,3,ForeignLanguage
104611,ESL,3,English
104611,ARTS,3,Humanities
104611,HSMATH,2,Math
104611,BIOLOGY,1,Science
104611,COMPUTERSCI,3,Math
104611,MSGENSCIENCE,1,Science
104611,ELEMENTARY,3,GeneralEd
104611,PHYSICS,3,Science
104611,FRENCH,3,ForeignLanguage
104611,MUSIC,3,OtherSubjects
104611,HISTORY,2,SocialStudies
104611,CHEMISTRY,2,Science
104611,MSMATH,2,Math
104611,ENGLISH,2,English
103088,COMPUTERSCI,3,Math
103088,HSMATH,1,Math
103088,MSGENSCIENCE,2,Science
103088,ENGLISH,3,English
103088,MSMATH,2,Math
103088,ARTS,3,Humanities
103088,SPANISH,3,ForeignLanguage
103088,ESL,3,English
103088,HSGENSCIENCE,1,Science
103088,BIOLOGY,1,Science
103088,SPED,3,GeneralEd
103088,HISTORY,2,SocialStudies
103088,PHYSICS,2,Science
103088,MSGENERALIST,3,GeneralEd
103088,MUSIC,3,OtherSubjects
103088,PREK,3,OtherSubjects
103088,CHEMISTRY,2,Science
103088,BILINGUAL,3,ForeignLanguage
103088,ELEMENTARY,3,GeneralEd
103088,FRENCH,3,ForeignLanguage
102201,BIOLOGY,3,Science
102201,PHYSICS,3,Science
102201,MSMATH,2,Math
102201,CHEMISTRY,3,Science
102201,BILINGUAL,3,ForeignLanguage
102201,MSGENSCIENCE,3,Science
102201,FRENCH,3,ForeignLanguage
102201,HSMATH,2,Math
102201,MSGENERALIST,1,GeneralEd
102201,ESL,3,English
102201,PREK,2,OtherSubjects
102201,ENGLISH,2,English
102201,SPED,3,GeneralEd
102201,HSGENSCIENCE,3,Science
102201,MUSIC,3,OtherSubjects
102201,SPANISH,3,ForeignLanguage
102201,ARTS,3,Humanities
102201,HISTORY,1,SocialStudies
102201,COMPUTERSCI,3,Math
102201,ELEMENTARY,1,GeneralEd
100249,FRENCH,1,ForeignLanguage
100249,HSGENSCIENCE,2,Science
100249,MSGENERALIST,1,GeneralEd
100249,BILINGUAL,3,ForeignLanguage
100249,ARTS,1,Humanities
100249,PHYSICS,3,Science
100249,ESL,2,English
100249,CHEMISTRY,3,Science
100249,MSMATH,3,Math
100249,SPANISH,3,ForeignLanguage
100249,HSMATH,3,Math
100249,HISTORY,1,SocialStudies
100249,MSGENSCIENCE,1,Science
100249,ENGLISH,1,English
100249,ELEMENTARY,2,GeneralEd
100249,MUSIC,2,OtherSubjects
100249,COMPUTERSCI,3,Math
100249,PREK,3,OtherSubjects
100249,SPED,3,GeneralEd
100249,BIOLOGY,2,Science
106523,PHYSICS,3,Science
106523,MUSIC,3,OtherSubjects
106523,ESL,3,English
106523,MSMATH,3,Math
106523,MSGENERALIST,2,GeneralEd
106523,ARTS,3,Humanities
106523,SPANISH,3,ForeignLanguage
106523,HISTORY,3,SocialStudies
106523,BIOLOGY,2,Science
106523,BILINGUAL,3,ForeignLanguage
106523,COMPUTERSCI,3,Math
106523,MSGENSCIENCE,2,Science
106523,CHEMISTRY,3,Science
106523,FRENCH,3,ForeignLanguage
106523,ENGLISH,1,English
106523,PREK,2,OtherSubjects
106523,HSGENSCIENCE,3,Science
106523,SPED,2,GeneralEd
106523,ELEMENTARY,1,GeneralEd
106523,HSMATH,3,Math
109561,COMPUTERSCI,3,Math
109561,CHEMISTRY,3,Science
109561,BIOLOGY,3,Science
109561,ARTS,3,Humanities
109561,MSGENSCIENCE,3,Science
109561,FRENCH,3,ForeignLanguage
109561,SPANISH,3,ForeignLanguage
109561,BILINGUAL,3,ForeignLanguage
109561,MSMATH,3,Math
109561,ESL,1,English
109561,ELEMENTARY,1,GeneralEd
109561,MUSIC,3,OtherSubjects
109561,PREK,1,OtherSubjects
109561,HISTORY,2,SocialStudies
109561,PHYSICS,3,Science
109561,MSGENERALIST,2,GeneralEd
109561,SPED,3,GeneralEd
109561,HSGENSCIENCE,3,Science
109561,HSMATH,3,Math
109561,ENGLISH,3,English
101836,HSGENSCIENCE,3,Science
101836,BIOLOGY,3,Science
101836,COMPUTERSCI,3,Math
101836,MSMATH,3,Math
101836,SPED,2,GeneralEd
101836,ELEMENTARY,1,GeneralEd
101836,ESL,3,English
101836,FRENCH,3,ForeignLanguage
101836,MUSIC,3,OtherSubjects
101836,SPANISH,3,ForeignLanguage
101836,MSGENERALIST,2,GeneralEd
101836,CHEMISTRY,3,Science
101836,BILINGUAL,3,ForeignLanguage
101836,PHYSICS,3,Science
101836,ENGLISH,2,English
101836,HISTORY,3,SocialStudies
101836,PREK,2,OtherSubjects
101836,HSMATH,3,Math
101836,ARTS,3,Humanities
101836,MSGENSCIENCE,3,Science
107335,PHYSICS,3,Science
107335,MSGENERALIST,2,GeneralEd
107335,CHEMISTRY,3,Science
107335,HSMATH,3,Math
107335,COMPUTERSCI,3,Math
107335,BILINGUAL,3,ForeignLanguage
107335,BIOLOGY,3,Science
107335,MSGENSCIENCE,1,Science
107335,HISTORY,2,SocialStudies
107335,PREK,2,OtherSubjects
107335,ELEMENTARY,1,GeneralEd
107335,FRENCH,3,ForeignLanguage
107335,MUSIC,3,OtherSubjects
107335,MSMATH,2,Math
107335,SPED,3,GeneralEd
107335,ARTS,3,Humanities
107335,HSGENSCIENCE,1,Science
107335,SPANISH,3,ForeignLanguage
107335,ESL,3,English
107335,ENGLISH,3,English
101409,CHEMISTRY,3,Science
101409,BIOLOGY,3,Science
101409,ESL,3,English
101409,PREK,3,OtherSubjects
101409,MSGENSCIENCE,3,Science
101409,MSGENERALIST,2,GeneralEd
101409,ARTS,3,Humanities
101409,SPED,3,GeneralEd
101409,HSMATH,3,Math
101409,COMPUTERSCI,3,Math
101409,HSGENSCIENCE,3,Science
101409,HISTORY,1,SocialStudies
101409,SPANISH,3,ForeignLanguage
101409,FRENCH,3,ForeignLanguage
101409,MSMATH,3,Math
101409,ELEMENTARY,3,GeneralEd
101409,ENGLISH,1,English
101409,MUSIC,3,OtherSubjects
101409,PHYSICS,3,Science
101409,BILINGUAL,3,ForeignLanguage
100199,MSGENERALIST,1,GeneralEd
100199,COMPUTERSCI,3,Math
100199,CHEMISTRY,3,Science
100199,ARTS,3,Humanities
100199,PREK,3,OtherSubjects
100199,ENGLISH,1,English
100199,HSGENSCIENCE,2,Science
100199,SPANISH,3,ForeignLanguage
100199,HISTORY,1,SocialStudies
100199,MSMATH,3,Math
100199,PHYSICS,3,Science
100199,MUSIC,3,OtherSubjects
100199,MSGENSCIENCE,3,Science
100199,BILINGUAL,3,ForeignLanguage
100199,ELEMENTARY,1,GeneralEd
100199,FRENCH,3,ForeignLanguage
100199,BIOLOGY,2,Science
100199,SPED,3,GeneralEd
100199,ESL,3,English
100199,HSMATH,3,Math
