PERSONID,REGION_CODE,REGION_Pref_Level,REGION_Pref_Rank
107978,433,3,5
107978,400,1,4
107978,432,3,2
107978,454,3,3
107978,421,2,3
107978,429,2,1
107978,423,1,1
107978,430,3,1
105735,429,2,1
105735,410,2,2
105735,417,1,1
105735,406,3,1
105735,439,2,3
105735,403,1,2
105735,NA,2,2
105735,432,3,2
105735,424,2,1
105735,404,2,2
105735,423,2,3
109283,446,3,1
109283,427,2,3
109283,421,3,1
109283,416,3,1
109283,NA,2,2
109283,400,1,1
109283,430,2,1
109283,410,2,2
109283,438,2,1
109283,429,2,2
104218,429,3,1
104218,427,3,1
104218,417,2,1
104218,419,2,1
104218,400,2,2
104218,436,3,1
104218,409,2,1
104218,414,2,1
104218,411,2,2
104218,432,1,1
104218,422,3,1
104052,410,2,4
104052,402,2,5
104052,446,1,1
104052,433,1,3
104052,414,1,2
104052,454,1,4
104052,429,2,3
104052,419,3,1
104052,NA,2,1
104052,NA,3,2
100089,437,3,2
100089,438,2,2
100089,412,2,5
100089,434,2,3
100089,444,3,1
100089,402,2,4
100089,404,2,1
100089,401,1,1
100089,435,1,5
100089,411,1,3
100089,426,1,2
100089,438,1,4
101336,410,3,5
101336,404,1,1
101336,448,3,9
101336,446,3,8
101336,426,3,4
101336,424,3,3
101336,402,3,7
101336,439,3,1
101336,407,3,2
101336,405,3,6
101294,405,3,2
101294,410,3,1
101294,402,1,5
101294,438,3,3
101294,422,2,2
101294,421,1,4
101294,424,1,3
101294,404,1,1
101294,411,2,1
101294,439,1,2
107432,402,2,2
107432,410,1,4
107432,438,1,1
107432,437,1,4
107432,413,1,2
107432,426,2,3
107432,421,3,1
107432,438,1,2
107432,443,2,1
107432,444,3,2
100482,423,2,3
100482,405,2,1
100482,402,1,2
100482,419,3,2
100482,410,1,1
100482,415,3,4
100482,421,3,3
100482,406,3,1
100482,438,2,4
100482,404,2,2
105556,452,3,10
105556,432,2,6
105556,NA,1,2
105556,419,2,5
105556,409,2,4
105556,442,3,9
105556,403,1,3
105556,417,1,1
105556,429,2,7
105556,411,3,8
104848,421,2,6
104848,418,1,1
104848,410,1,1
104848,405,1,1
104848,437,2,5
104848,431,1,3
104848,427,1,5
104848,436,2,2
104848,412,1,2
104848,434,1,4
106790,406,3,7
106790,452,3,8
106790,401,2,2
106790,404,3,10
106790,434,2,5
106790,421,2,4
106790,435,2,3
106790,438,2,6
106790,412,3,9
106790,435,1,1
106704,415,3,1
106704,435,2,1
106704,454,3,1
106704,437,3,1
106704,432,1,1
106704,443,3,1
106704,419,3,1
106704,416,3,1
106704,433,3,1
106704,431,3,1
109763,438,1,2
109763,446,3,10
109763,410,1,1
109763,404,3,9
109763,423,1,5
109763,437,1,4
109763,409,2,7
109763,419,3,8
109763,430,2,6
109763,400,1,3
103929,410,1,1
103929,439,1,2
103929,404,1,3
103929,412,3,1
103929,423,1,1
103929,446,2,1
103929,438,3,2
103929,411,1,1
103929,402,1,1
103929,403,2,1
103929,405,1,2
103929,NA,2,2
105484,421,3,1
105484,417,1,1
105484,403,3,2
105484,406,2,3
105484,405,2,4
105484,410,1,2
105484,419,2,1
105484,423,2,2
105484,409,3,4
105484,404,3,3
103195,426,1,2
103195,422,1,3
103195,424,1,1
103195,441,3,3
103195,446,3,1
103195,423,1,4
103195,429,3,2
103195,410,2,1
103195,407,2,3
103195,402,2,2
102828,421,1,4
102828,432,3,2
102828,405,2,1
102828,423,1,1
102828,408,2,2
102828,430,2,3
102828,410,1,5
102828,406,1,2
102828,438,3,1
102828,413,1,3
104415,NA,1,4
104415,410,1,3
104415,416,2,2
104415,422,2,3
104415,409,2,1
104415,413,1,1
104415,432,1,2
104415,404,2,2
104415,402,1,3
104415,430,3,1
104415,403,1,3
104415,429,1,3
104415,439,3,1
102003,430,2,1
102003,442,2,1
102003,405,1,1
102003,413,2,1
102003,419,2,1
102003,400,2,1
102003,446,2,1
102003,414,2,1
102003,NA,2,1
102003,417,2,1
101257,427,2,1
101257,437,2,1
101257,454,2,1
101257,403,2,3
101257,439,1,3
101257,432,1,3
101257,404,1,1
101257,416,2,4
101257,410,1,3
101257,409,1,2
101257,423,3,1
101257,436,2,2
101257,417,3,1
108478,454,1,1
108478,NA,1,3
108478,415,1,6
108478,444,2,7
108478,437,2,8
108478,406,2,10
108478,448,1,4
108478,402,1,5
108478,432,1,2
108478,435,2,9
108638,NA,3,1
108638,413,3,5
108638,432,3,1
108638,402,1,1
108638,400,3,6
108638,410,1,3
108638,438,3,4
108638,430,3,3
108638,424,1,2
108638,419,3,2
100237,401,3,1
100237,432,3,1
100237,419,3,1
100237,400,1,1
100237,421,3,1
100237,413,3,1
100237,NA,3,1
100237,416,3,1
100237,438,3,1
100237,430,3,1
107249,409,2,3
107249,424,2,3
107249,404,2,1
107249,403,2,4
107249,429,1,1
107249,400,3,1
107249,410,3,3
107249,412,3,2
107249,422,2,2
107249,431,3,2
101856,429,3,1
101856,438,1,1
101856,421,2,2
101856,402,3,2
101856,410,1,3
101856,404,3,2
101856,424,2,4
101856,430,1,2
101856,434,2,1
101856,406,2,3
101227,404,1,1
101227,402,1,3
101227,437,2,4
101227,438,2,3
101227,417,3,3
101227,410,1,2
101227,NA,3,2
101227,438,2,1
101227,400,2,2
101227,419,3,1
102601,410,1,1
102601,407,2,1
102601,402,2,4
102601,405,2,2
102601,430,3,1
102601,413,3,1
102601,429,1,4
102601,423,2,2
102601,404,1,2
102601,421,1,3
101071,404,1,2
101071,403,1,1
101071,417,1,1
101071,439,1,3
101071,438,1,4
101071,416,3,2
101071,410,2,1
101071,NA,2,3
101071,402,2,2
101071,409,3,1
108535,406,1,1
108535,431,3,1
108535,454,1,3
108535,422,1,4
108535,413,2,1
108535,438,3,2
108535,448,3,3
108535,436,2,2
108535,NA,2,3
108535,423,1,2
108580,406,2,3
108580,439,3,1
108580,410,1,3
108580,421,3,2
108580,437,2,4
108580,438,1,1
108580,NA,2,2
108580,454,1,2
108580,424,2,1
108580,404,1,4
107529,430,2,2
107529,437,1,4
107529,439,2,4
107529,438,1,2
107529,404,1,1
107529,418,2,1
107529,432,2,3
107529,406,1,3
107529,409,1,5
107529,403,2,5
106256,410,2,2
106256,421,1,4
106256,430,1,2
106256,413,1,2
106256,434,1,3
106256,432,3,3
106256,443,3,2
106256,438,3,2
106256,402,3,1
106256,406,1,1
101444,404,1,1
101444,439,3,1
101444,430,3,1
101444,443,3,2
101444,410,3,2
101444,423,3,1
101444,424,3,2
101444,409,3,2
101444,407,3,2
101444,438,3,2
100596,413,3,2
100596,405,1,1
100596,423,1,2
100596,406,3,3
100596,432,1,3
100596,438,2,1
100596,439,2,2
100596,416,3,1
100596,430,1,4
100596,410,1,1
102889,439,2,2
102889,413,1,1
102889,430,1,3
102889,417,2,2
102889,406,1,1
102889,438,1,5
102889,421,1,2
102889,434,1,4
102889,423,2,2
102889,410,2,1
109504,413,1,5
109504,421,3,2
109504,433,1,4
109504,409,2,3
109504,406,2,1
109504,454,3,1
109504,434,1,2
109504,416,2,2
109504,430,1,3
109504,431,1,1
100753,430,3,1
100753,413,3,1
100753,406,3,1
100753,409,3,2
100753,432,3,1
100753,NA,3,1
100753,403,1,1
100753,417,3,1
100753,429,3,1
100753,427,3,1
106722,440,3,1
106722,446,2,2
106722,444,2,1
106722,435,1,1
106722,432,3,1
106722,429,2,1
106722,454,2,1
106722,438,1,1
106722,430,1,2
106722,423,1,1
106425,410,1,1
106425,403,3,1
106425,432,1,2
106425,404,1,4
106425,411,1,5
106425,400,2,1
106425,405,2,2
106425,419,1,3
106425,NA,2,3
106425,413,3,2
101696,438,1,1
101696,410,1,3
101696,412,2,5
101696,439,1,2
101696,430,2,9
101696,404,2,8
101696,419,3,10
101696,409,2,6
101696,429,2,4
101696,402,2,7
101910,414,3,1
101910,434,3,3
101910,421,2,3
101910,419,2,4
101910,400,2,1
101910,NA,3,2
101910,411,2,2
101910,406,3,4
101910,438,1,1
101910,404,3,3
104999,410,1,1
104999,415,2,4
104999,431,3,2
104999,400,2,1
104999,424,2,3
104999,402,1,2
104999,NA,1,4
104999,438,1,3
104999,414,2,2
104999,432,3,1
106664,414,2,5
106664,429,3,9
106664,438,2,3
106664,NA,2,4
106664,443,3,10
106664,432,2,2
106664,NA,3,8
106664,438,2,6
106664,418,1,1
106664,416,2,7
101888,429,1,3
101888,438,1,2
101888,427,3,1
101888,438,1,1
101888,NA,1,2
101888,410,2,1
101888,402,2,1
101888,NA,3,2
101888,400,2,2
101888,437,1,5
102538,430,1,6
102538,400,1,5
102538,446,1,2
102538,427,2,9
102538,406,1,7
102538,412,2,10
102538,438,2,8
102538,446,1,1
102538,402,1,4
102538,410,1,3
103264,404,3,1
103264,409,1,1
103264,437,3,1
103264,NA,3,1
103264,419,3,1
103264,429,2,1
103264,446,3,1
103264,NA,3,1
103264,427,3,1
103264,446,3,1
102657,409,1,2
102657,429,1,1
102657,415,2,5
102657,410,1,3
102657,407,3,9
102657,439,2,8
102657,402,2,6
102657,400,2,7
102657,404,1,4
102657,438,3,10
102173,412,3,10
102173,400,3,8
102173,431,3,2
102173,421,3,7
102173,405,1,1
102173,418,3,3
102173,434,3,4
102173,446,3,6
102173,413,3,5
102173,415,3,9
102135,404,3,1
102135,408,3,2
102135,405,1,2
102135,423,2,4
102135,400,3,3
102135,403,2,2
102135,429,2,3
102135,410,2,3
102135,417,3,4
102135,409,1,1
109349,410,2,1
109349,437,3,1
109349,419,3,1
109349,NA,3,1
109349,426,2,1
109349,423,2,1
109349,429,1,1
109349,413,3,1
109349,402,2,1
109349,408,3,1
101576,437,3,1
101576,406,3,4
101576,439,2,1
101576,402,3,3
101576,411,3,5
101576,413,3,6
101576,410,2,2
101576,438,3,2
101576,423,3,2
101576,404,1,1
103582,421,3,10
103582,414,2,5
103582,NA,3,8
103582,438,1,3
103582,401,3,9
103582,443,1,1
103582,444,3,7
103582,400,2,4
103582,437,2,6
103582,438,1,2
107515,437,1,1
107515,430,3,5
107515,NA,3,6
107515,414,3,8
107515,432,3,7
107515,419,3,9
107515,413,3,2
107515,454,3,3
107515,406,3,1
107515,433,3,4
105500,NA,2,3
105500,439,2,1
105500,404,1,2
105500,417,1,1
105500,413,1,5
105500,410,3,1
105500,424,2,2
105500,411,1,4
105500,423,1,3
105500,430,2,4
106828,413,3,1
106828,433,1,1
106828,411,2,1
106828,400,2,2
106828,424,1,4
106828,435,1,2
106828,408,1,5
106828,412,3,2
106828,430,2,4
106828,405,1,3
106828,432,2,3
105494,NA,3,6
105494,427,3,5
105494,416,3,3
105494,403,3,1
105494,419,3,7
105494,413,3,8
105494,NA,3,2
105494,409,3,4
105494,417,1,1
105494,436,3,9
105494,430,3,10
107313,400,2,3
107313,438,3,3
107313,424,1,2
107313,403,1,3
107313,419,2,2
107313,432,3,1
107313,411,3,2
107313,413,2,1
107313,416,2,4
107313,422,1,1
102138,410,1,1
102138,430,3,4
102138,413,3,5
102138,423,3,1
102138,424,2,4
102138,404,2,2
102138,402,2,2
102138,405,2,3
102138,422,3,3
102138,417,3,2
103038,439,3,1
103038,427,2,3
103038,413,1,2
103038,419,2,2
103038,404,3,1
103038,430,1,3
103038,418,2,1
103038,417,1,5
103038,406,1,1
103038,403,1,4
102631,407,2,7
102631,423,3,10
102631,422,1,1
102631,419,2,5
102631,439,1,3
102631,442,3,9
102631,NA,2,6
102631,424,1,2
102631,404,1,4
102631,430,2,8
106408,432,2,4
106408,417,2,2
106408,416,2,1
106408,419,1,1
106408,410,3,1
106408,424,1,2
106408,423,1,3
106408,406,2,2
106408,403,3,1
106408,429,1,3
105213,413,3,1
105213,405,2,1
105213,416,1,1
105213,419,2,1
105213,406,1,1
105213,430,3,1
105213,427,1,1
105213,410,2,1
105213,403,3,1
105213,400,2,1
108257,423,1,1
108257,432,2,2
108257,407,1,5
108257,403,3,1
108257,410,1,4
108257,419,3,1
108257,422,1,2
108257,424,1,3
108257,405,2,1
108257,409,2,3
101668,446,3,10
101668,443,3,8
101668,433,3,7
101668,438,1,2
101668,400,1,1
101668,NA,3,9
101668,446,2,3
101668,454,3,6
101668,410,2,5
101668,402,2,4
101711,400,2,4
101711,446,3,9
101711,438,1,1
101711,444,3,7
101711,414,3,6
101711,NA,3,5
101711,443,2,3
101711,419,3,8
101711,401,3,10
101711,438,1,2
102824,406,1,2
102824,430,1,1
102824,416,3,1
102824,403,3,1
102824,413,1,3
102824,440,3,1
102824,NA,3,1
102824,417,3,1
102824,418,3,1
102824,408,3,1
106627,418,1,4
106627,433,2,4
106627,443,2,2
106627,409,1,5
106627,434,1,6
106627,NA,2,1
106627,403,2,7
106627,420,2,3
106627,421,1,1
106627,430,1,3
106627,413,2,5
106627,438,1,2
103998,417,2,8
103998,432,1,4
103998,429,2,5
103998,439,1,2
103998,408,3,9
103998,402,1,3
103998,412,2,7
103998,435,3,10
103998,419,2,6
103998,433,1,1
105932,446,1,1
105932,421,1,2
105932,438,1,3
105932,406,2,7
105932,434,1,4
105932,446,2,5
105932,438,3,12
105932,400,2,6
105932,443,3,10
105932,414,2,8
105932,NA,2,9
105932,430,3,11
105878,403,1,3
105878,429,2,6
105878,423,3,10
105878,432,1,2
105878,NA,2,5
105878,410,3,9
105878,416,2,7
105878,417,1,1
105878,427,2,4
105878,419,3,8
100993,417,1,4
100993,432,1,3
100993,409,3,1
100993,424,3,2
100993,410,3,3
100993,404,1,2
100993,426,3,4
100993,403,1,1
100993,423,2,1
100993,429,2,2
109064,410,3,6
109064,404,3,2
109064,448,3,10
109064,424,3,7
109064,423,3,8
109064,439,1,1
109064,417,3,9
109064,407,3,3
109064,429,3,4
109064,403,3,5
104526,400,1,2
104526,419,2,6
104526,403,3,11
104526,429,3,10
104526,NA,1,1
104526,407,3,10
104526,417,2,9
104526,NA,3,11
104526,423,3,11
104526,413,1,1
104979,416,2,5
104979,414,1,1
104979,406,1,3
104979,444,3,2
104979,442,3,1
104979,434,2,1
104979,438,2,4
104979,431,2,2
104979,418,2,2
104979,438,2,3
101613,404,3,1
101613,439,3,1
101613,444,3,1
101613,402,3,1
101613,433,3,1
101613,452,3,1
101613,420,3,1
101613,418,3,1
101613,438,1,1
101613,441,3,1
106294,400,2,1
106294,406,1,2
106294,434,3,1
106294,424,3,1
106294,421,3,1
106294,402,1,4
106294,410,1,1
106294,404,1,2
106294,417,2,2
106294,419,1,3
106733,435,3,3
106733,413,1,4
106733,433,1,2
106733,452,1,3
106733,401,3,2
106733,442,1,1
106733,409,3,1
106733,406,2,1
106733,421,3,4
106733,435,2,2
106943,438,1,1
106943,435,2,6
106943,421,2,6
106943,444,2,6
106943,433,1,4
106943,438,1,2
106943,435,2,6
106943,437,1,3
106943,440,1,3
106943,454,2,6
106943,430,1,3
103905,438,1,3
103905,404,1,1
103905,411,1,2
103905,431,2,4
103905,421,2,1
103905,402,1,1
103905,412,2,3
103905,409,2,1
103905,410,2,5
103905,406,1,4
100272,400,1,1
100272,404,3,1
100272,452,3,1
100272,436,3,1
100272,432,3,1
100272,421,3,1
100272,444,3,1
100272,401,3,1
100272,434,3,1
100272,427,3,1
100479,410,1,1
100479,408,3,3
100479,424,1,3
100479,414,3,4
100479,438,3,1
100479,404,2,2
100479,402,1,2
100479,407,2,1
100479,406,3,2
100479,403,2,2
100479,439,2,2
100479,431,3,2
100479,NA,2,3
100479,417,3,2
109631,429,3,1
109631,402,3,1
109631,423,3,1
109631,417,3,1
109631,405,3,1
109631,410,3,1
109631,407,3,1
109631,424,3,1
109631,420,1,1
109631,439,3,1
101524,439,3,9
101524,407,3,9
101524,423,3,9
101524,417,3,9
101524,410,3,9
101524,426,3,9
101524,NA,3,9
101524,429,3,9
101524,424,3,9
101524,404,1,1
106081,446,2,2
106081,434,1,2
106081,419,2,3
106081,446,1,3
106081,410,3,1
106081,429,3,1
106081,438,1,1
106081,438,3,1
106081,404,2,1
106081,400,1,1
105442,432,2,3
105442,440,1,5
105442,411,1,3
105442,433,2,1
105442,403,2,4
105442,436,1,2
105442,430,1,4
105442,416,1,1
105442,427,2,2
105442,406,3,1
102250,431,2,6
102250,405,1,1
102250,409,3,1
102250,418,2,3
102250,424,2,5
102250,410,1,3
102250,403,3,2
102250,402,2,4
102250,404,2,1
102250,408,2,2
107310,430,3,3
107310,438,2,1
107310,426,2,3
107310,410,2,4
107310,452,3,4
107310,NA,3,2
107310,423,1,2
107310,422,1,1
107310,424,2,2
107310,402,3,1
109582,405,1,2
109582,424,3,1
109582,431,1,3
109582,403,1,1
109582,410,2,2
109582,409,2,4
109582,417,1,4
109582,416,2,1
109582,407,2,3
109582,400,3,2
103978,433,1,2
103978,408,3,5
103978,429,3,4
103978,446,1,2
103978,NA,1,2
103978,414,1,3
103978,454,1,2
103978,439,3,1
103978,419,2,4
103978,410,3,6
103978,NA,3,2
105893,446,3,9
105893,434,3,8
105893,NA,2,3
105893,417,1,1
105893,403,2,4
105893,423,3,10
105893,429,3,7
105893,409,3,6
105893,406,2,2
105893,413,2,5
107077,421,1,1
107077,410,1,2
107077,414,3,3
107077,402,3,2
107077,424,1,3
107077,434,1,2
107077,415,3,1
107077,431,2,1
107077,400,3,4
107077,446,3,4
107161,422,2,2
107161,402,1,2
107161,400,2,1
107161,446,1,3
107161,434,2,1
107161,438,1,1
107161,446,2,3
107161,406,3,1
107161,404,1,2
107161,421,1,1
108214,432,1,1
108214,417,1,2
108214,405,3,10
108214,419,2,7
108214,409,2,7
108214,423,1,4
108214,429,2,5
108214,410,2,5
108214,403,1,3
108214,439,3,9
101461,426,2,7
101461,404,1,1
101461,409,3,8
101461,429,3,10
101461,422,1,5
101461,417,3,9
101461,410,2,6
101461,405,1,4
101461,423,1,2
101461,407,1,3
101115,403,1,1
102958,411,3,2
102958,416,3,1
102958,435,3,2
102958,434,3,2
102958,406,1,1
102958,437,3,2
102958,440,2,1
102958,438,2,1
102958,419,3,1
102958,438,2,2
101424,402,3,7
101424,424,3,9
101424,410,3,6
101424,423,3,10
101424,429,3,2
101424,409,3,4
101424,405,3,3
101424,404,1,1
101424,417,3,5
101424,439,3,8
106509,433,3,1
106509,430,2,1
106509,436,3,1
106509,419,1,1
106509,432,3,1
106509,NA,2,1
106509,440,3,1
106509,427,1,1
106509,416,2,1
106509,406,3,1
102336,403,3,2
102336,423,3,2
102336,446,1,1
102336,434,3,1
102336,421,3,1
102336,419,3,2
102336,424,3,2
102336,402,3,1
102336,405,3,2
102336,438,3,2
104334,417,1,1
104334,414,3,1
104334,410,3,1
104334,416,3,1
104334,413,3,1
104334,443,3,1
104334,419,2,1
104334,436,3,1
104334,432,1,1
104334,403,2,1
100902,452,3,2
100902,439,3,4
100902,426,3,3
100902,431,3,9
100902,446,3,7
100902,411,3,8
100902,403,1,1
100902,410,3,10
100902,404,3,5
100902,429,3,6
102993,446,2,2
102993,410,1,1
102993,406,1,2
102993,405,2,4
102993,421,2,1
102993,404,1,3
102993,438,3,1
102993,422,2,2
102993,424,1,4
102993,402,1,2
102437,413,2,3
102437,408,1,3
102437,407,1,2
102437,446,2,4
102437,412,3,3
102437,400,3,2
102437,431,3,1
102437,402,2,1
102437,405,2,2
102437,446,1,1
107121,438,2,3
107121,444,2,4
107121,435,3,4
107121,433,3,2
107121,431,3,3
107121,401,3,1
107121,438,2,1
107121,406,2,2
107121,421,1,1
107121,437,3,5
103168,439,2,3
103168,423,3,1
103168,404,1,4
103168,422,2,2
103168,448,2,1
103168,402,2,4
103168,426,1,1
103168,407,1,3
103168,410,3,2
103168,424,1,2
107052,427,2,4
107052,NA,3,8
107052,408,3,10
107052,405,3,9
107052,413,2,3
107052,421,1,1
107052,409,3,2
107052,406,2,2
107052,438,2,1
107052,410,3,1
104348,411,2,2
104348,412,2,3
104348,435,3,1
104348,413,1,1
104348,438,2,1
104348,438,1,2
104348,400,1,3
104348,454,3,2
104348,406,1,4
104348,421,1,5
104845,412,1,1
104845,432,1,2
104845,421,1,2
104845,446,3,1
104845,438,2,1
104845,418,1,2
104845,446,3,1
104845,444,2,1
104845,409,1,2
104845,431,2,2
101841,438,1,1
101841,400,2,3
101841,408,2,1
101841,419,2,4
101841,402,1,3
101841,424,1,5
101841,430,2,4
101841,429,2,2
101841,411,1,2
101841,426,1,4
101841,412,3,1
102371,446,2,3
102371,438,1,2
102371,416,3,1
102371,404,2,2
102371,403,2,1
102371,421,2,2
102371,429,2,2
102371,446,1,1
102371,409,1,3
102371,405,2,2
102371,412,2,3
102371,408,2,4
103705,438,1,4
103705,411,1,2
103705,400,2,1
103705,437,3,1
103705,434,1,3
103705,NA,2,3
103705,414,1,5
103705,421,1,1
103705,446,2,2
103705,419,2,4
106479,NA,1,2
106479,400,3,2
106479,416,3,1
106479,417,2,2
106479,410,2,1
106479,423,3,3
106479,413,1,5
106479,419,1,1
106479,432,1,3
106479,411,1,4
108367,417,3,3
108367,403,3,4
108367,407,3,4
108367,424,3,4
108367,410,2,1
108367,405,3,2
108367,422,3,1
108367,402,3,1
108367,NA,3,4
108367,423,1,1
107999,442,3,3
107999,414,3,2
107999,413,2,3
107999,422,2,2
107999,419,3,1
107999,448,2,2
107999,407,2,2
107999,423,1,1
107999,426,2,3
107999,NA,3,1
109360,405,3,8
109360,NA,3,7
109360,423,3,9
109360,429,1,1
109360,407,3,4
109360,402,3,3
109360,439,3,6
109360,448,3,10
109360,410,3,2
109360,424,3,5
102253,420,2,3
102253,421,2,7
102253,411,2,1
102253,434,2,6
102253,423,2,4
102253,418,2,2
102253,405,1,1
102253,412,3,1
102253,413,3,1
102253,438,2,5
100160,403,3,10
100160,400,1,1
100160,410,1,3
100160,433,2,8
100160,414,1,4
100160,438,1,2
100160,411,2,7
100160,NA,3,9
100160,NA,2,6
100160,435,1,5
102140,400,3,1
102140,418,3,1
102140,408,3,1
102140,434,3,1
102140,430,3,1
102140,440,3,1
102140,421,3,1
102140,411,3,1
102140,432,3,1
102140,405,1,1
100260,400,1,1
100260,419,3,7
100260,438,3,2
100260,434,3,8
100260,NA,3,3
100260,421,3,4
100260,432,3,9
100260,403,3,5
100260,NA,3,10
100260,406,3,6
100528,413,3,3
100528,402,1,1
100528,406,3,2
100528,432,1,3
100528,NA,2,1
100528,421,1,3
100528,410,1,2
100528,NA,2,2
100528,438,3,1
100528,NA,2,3
100528,409,2,1
108465,446,3,10
108465,423,1,1
108465,439,3,5
108465,448,2,3
108465,404,2,4
108465,422,2,2
108465,424,3,9
108465,402,3,8
108465,407,3,7
108465,400,3,8
109021,443,2,2
109021,404,1,1
109021,405,2,1
109021,402,1,3
109021,407,3,2
109021,419,2,3
109021,439,1,2
109021,423,1,5
109021,421,1,4
109021,411,3,1
101766,400,3,10
101766,429,3,10
101766,438,1,1
101766,419,3,10
101766,402,3,10
101766,410,3,10
101766,404,3,10
101766,NA,3,10
101766,423,3,10
101766,403,3,10
106471,432,3,10
106471,417,3,10
106471,NA,3,2
106471,NA,3,10
106471,414,3,3
106471,400,3,10
106471,407,3,10
106471,423,3,10
106471,419,1,1
106471,403,3,10
101823,446,3,2
101823,438,1,1
101823,433,2,1
101823,411,3,1
101823,434,1,2
101823,402,2,3
101823,439,1,3
101823,429,1,5
101823,413,2,2
101823,406,1,4
108305,423,1,1
108305,413,3,2
108305,438,3,1
108305,417,3,1
108305,410,3,1
108305,NA,3,1
108305,419,3,1
108305,407,3,1
108305,409,3,2
108305,403,3,1
107858,411,3,1
107858,436,2,1
107858,403,2,1
107858,432,2,1
107858,409,2,1
107858,430,2,1
107858,421,2,1
107858,424,1,1
107858,440,2,1
107858,423,1,1
102091,420,3,8
102091,419,2,6
102091,400,3,9
102091,418,1,2
102091,405,1,1
102091,412,1,3
102091,427,2,7
102091,446,3,10
102091,408,2,5
102091,431,1,4
108209,402,3,6
108209,438,2,5
108209,419,2,5
108209,409,3,7
108209,410,1,1
108209,429,2,5
108209,423,1,3
108209,404,1,1
108209,NA,2,5
108209,400,3,10
105253,413,2,1
105253,416,1,3
105253,426,3,5
105253,446,3,3
105253,406,1,1
105253,409,3,4
105253,446,3,1
105253,440,1,2
105253,431,3,2
105253,430,2,2
101810,443,2,4
101810,438,1,2
101810,437,2,3
101810,402,3,2
101810,438,2,1
101810,421,1,3
101810,401,3,1
101810,434,2,2
101810,400,1,1
101810,414,2,5
109864,404,3,9
109864,NA,2,7
109864,402,1,2
109864,403,1,4
109864,NA,3,10
109864,424,1,3
109864,410,1,1
109864,426,2,6
109864,417,2,8
109864,429,1,5
104531,419,3,12
104531,438,3,16
104531,413,1,5
104531,400,1,1
104531,401,3,14
104531,438,2,11
104531,418,3,15
104531,430,1,10
104531,406,1,9
104531,421,3,13
102741,NA,2,1
102741,402,1,4
102741,417,2,1
102741,439,2,1
102741,404,1,2
102741,403,3,1
102741,407,1,1
102741,423,2,1
102741,410,2,1
102741,419,1,3
109861,446,3,1
109861,436,3,1
109861,432,3,1
109861,426,3,1
109861,402,3,1
109861,439,3,1
109861,407,3,1
109861,446,3,1
109861,415,3,1
109861,420,3,1
101205,NA,2,1
101205,403,1,1
101205,417,3,1
109250,411,3,1
109250,438,1,3
109250,442,2,1
109250,421,1,2
109250,433,2,2
109250,430,1,1
109250,444,3,2
109250,413,1,4
109250,432,1,6
109250,406,1,5
108254,410,2,2
108254,422,1,1
108254,407,2,1
108254,402,3,1
108254,405,3,2
108254,404,1,3
108254,426,3,3
108254,439,2,3
108254,424,1,4
108254,423,1,2
108578,436,3,1
108578,433,2,1
108578,409,3,2
108578,454,1,2
108578,434,2,5
108578,442,2,2
108578,452,1,1
108578,444,2,3
108578,429,1,3
108578,421,2,4
108643,426,2,6
108643,423,1,1
108643,405,3,9
108643,407,2,3
108643,448,3,10
108643,410,2,5
108643,402,2,7
108643,404,2,8
108643,424,2,2
108643,439,2,4
101107,409,2,3
101107,433,3,3
101107,403,1,2
101107,413,2,3
101107,420,3,1
101107,406,3,2
101107,NA,2,1
101107,417,2,1
101107,416,1,3
101107,427,1,1
102790,406,1,1
108999,406,2,2
108999,440,1,1
108999,434,3,1
108999,416,3,1
108999,429,3,1
108999,430,1,2
108999,426,3,1
108999,442,2,3
108999,413,2,1
108999,411,2,1
103687,432,3,3
103687,404,1,2
103687,438,2,1
103687,442,3,1
103687,436,3,3
103687,406,3,2
103687,400,2,3
103687,423,1,3
103687,402,1,1
103687,411,2,2
106359,411,3,2
106359,419,1,1
106359,403,3,3
106359,438,3,5
106359,421,3,7
106359,NA,3,9
106359,443,3,10
106359,417,3,4
106359,431,3,8
106359,429,3,6
101585,438,2,6
101585,414,3,9
101585,438,2,7
101585,426,2,4
101585,424,1,3
101585,402,1,2
101585,412,3,10
101585,431,2,8
101585,423,2,5
101585,410,1,1
105953,410,1,4
105953,401,2,3
105953,435,3,2
105953,404,1,1
105953,421,1,3
105953,400,1,5
105953,434,2,1
105953,411,2,2
105953,NA,3,1
105953,402,1,2
106648,427,3,1
106648,411,3,1
106648,418,1,1
106648,421,3,1
106648,443,3,1
106648,409,2,1
106648,403,3,1
106648,434,3,1
106648,420,3,1
106648,401,3,1
102393,448,3,6
102393,412,3,1
102393,446,1,1
102393,434,3,2
102393,408,2,3
102393,438,2,2
102393,421,2,1
102393,405,3,3
102393,431,3,5
102393,411,3,4
106967,438,1,4
106967,405,1,4
106967,421,1,1
106967,413,2,2
106967,404,1,3
106967,409,3,2
106967,400,2,3
106967,443,3,1
106967,410,2,1
106967,406,1,2
102116,417,2,9
102116,402,1,4
102116,407,1,2
102116,423,1,5
102116,424,3,10
102116,403,2,6
102116,439,2,8
102116,405,1,1
102116,404,2,7
102116,429,1,3
109332,407,1,3
109332,452,2,4
109332,441,2,2
109332,404,1,6
109332,439,1,5
109332,403,2,2
109332,436,1,2
109332,412,1,2
109332,432,2,1
109332,429,1,1
109332,409,1,8
109332,NA,1,4
