PERSONID,Applicant_Pool,UNIV_Selectivity,UNIV_Major,Candidate_Strength,Low_IncomeComm_Ex,Low_IncomeComm_Ex_L,Mission_KNWL_ALNMT,FastApp,ESSAY_Length,ESSAY_T1,ESSAY_T2,ESSAY_T3,ESSAY_T4,ESSAY_T5,ESSAY_T6,ESSAY_T7,ESSAY_T8,ESSAY_T9,ESSAY_T10,MATCH_REGION_CODE,MATCH_Subject,MATCH_is_home_region,MATCH_is_UNIV_Region,MATCH_is_Current_Region,MATCH_District,MATCH_School,MATCH_School_Type,MATCH_Grade_Level,MATCH_Y1_subject_group,OUTCOME_1_Confirmed,OUTCOME_2_StartTeaching,OUTCOME_3_Complet_Y1,OC_Satisfaction_Y1,OUTCOME_4_Complet_Y2,OC_Satisfaction_Y2,MATCH_Region_Pref_Level,MATCH_Region_Pref_Rank,MATCH_Subject_Prefer
101199,A,Selective,Liberal Studies,0.69132391,Y,LEVEL2,2,0,1737,0.002129267,0.281214148,0.002129592,0.155354828,0.002129246,0.002129237,0.548525393,0.002129643,0.002129234,0.002129433,403,ELEMENTARY,TRUE,TRUE,TRUE,Partner 119,School 0500,Traditional Public School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,5.75,1,6.5,1,2,1
107321,A,Selective,English Literature,0.77937977,N,LEVEL3,4.5,1,1797,0.261092663,0.003229003,0.003228947,0.003229138,0.003228956,0.232416704,0.003229298,0.003228958,0.050612765999999997,0.436503559,422,ELEMENTARY,TRUE,TRUE,TRUE,Partner 218,School 0152,Charter School,6,English,1,1,1,6,0,NA,1,1,1
108633,A,More Selective,International Studies/Relations,0.73420141,Y,LEVEL2,3,1,1913,0.001927184,0.001927106,0.001927275,0.001927016,0.52028054,0.001927132,0.001927269,0.385086328,0.081142992,0.00192712,424,MSMATH,FALSE,FALSE,FALSE,0,0,0,0,0,1,1,1,NA,1,5.75,1,2,1
105287,A,Most Selective,Social Science,0.76901577,Y,LEVEL3,4.5,1,1272,0.003706472,0.289173365,0.003706455,0.003705752,0.499782056,0.003706682,0.003705924,0.185100824,0.003706304,0.003706158,416,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,1
108152,B,Most Selective,International Studies/Relations,0.79817037,Y,LEVEL2,3,1,2322,0.001650413,0.001650687,0.01829253,0.035423789,0.001650455,0.635718167,0.147343412,0.001650772,0.001650872,0.154968888,423,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,3
103029,B,Selective,Liberal Studies,0.71026191,Y,LEVEL3,5,1,1565,0.833137929,0.0033353,0.003335351,0.003334751,0.003335362,0.003335133,0.003334794,0.140180588,0.003335041,0.003335722,406,BILINGUAL,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
106538,A,Most Selective,English,0.6774854,Y,LEVEL2,3,1,1729,0.401959628,0.169493243,0.002442456,0.002442217,0.00244244,0.002442661,0.002442705,0.411449671,0.002442344,0.002442663,418,ENGLISH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,3,1
107911,A,More Selective,Political Science,0.62353987,Y,LEVEL3,4,1,1871,0.520904541,0.13152568,0.003457009,0.003456871,0.003457146,0.003456861,0.003456865,0.003457359,0.003456531,0.323371142,423,HISTORY,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
103246,A,Most Selective,English Literature,0.77818597,Y,LEVEL3,4,1,2412,0.229798451,0.479735881,0.0016721,0.001672416,0.186618254,0.001672074,0.001672153,0.001671953,0.093814746,0.001671968,409,ENGLISH,TRUE,FALSE,FALSE,Partner 138,School 0890,Traditional Public School,MIDDLE,English,1,1,1,6,1,5.75,1,1,1
109539,A,More Selective,Finance,0.77803232,Y,LEVEL2,3,1,1252,0.779349327,0.146737978,0.003726629,0.003726124,0.003726418,0.003726523,0.047826979,0.003726569,0.003726683,0.003726778,431,MSMATH,TRUE,TRUE,TRUE,Partner 501,School 2061,Traditional Public School,MIDDLE,Math,1,1,1,4.5,1,5.5,1,3,1
107948,A,Most Selective,Economics,0.74072352,Y,LEVEL2,3,1,1613,0.002779747,0.437656701,0.002779716,0.002779605,0.288962871,0.253923684,0.002779464,0.002779487,0.002779082,0.002779681,423,SPED,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,2,3
106391,A,Selective,Journalism,0.86886698,Y,LEVEL3,4,0,2250,0.264826745,0.001855473,0.164002091,0.032701816,0.0018558,0.527336478,0.001855271,0.001855455,0.001855573,0.001855314,419,ENGLISH,FALSE,TRUE,FALSE,Partner 142,School 0112,Traditional Public School,HIGH,English,1,1,1,5.5,1,NA,1,1,2
100844,A,More Selective,Psychology,0.77102396,Y,LEVEL2,3,0,1513,0.002705153,0.324783593,0.002704826,0.225354522,0.123974219,0.002705069,0.002704849,0.002705089,0.002704469,0.309658229,403,ELEMENTARY,FALSE,FALSE,FALSE,Partner 426,School 2276,Traditional Public School,LOWER ELEMENTARY (1-2),General Ed,1,1,1,6.5,1,7,1,1,1
107930,A,Most Selective,Government,0.69805555,Y,LEVEL1,2,0,1500,0.002276826,0.262816519,0.002277176,0.002276834,0.002277033,0.002277103,0.09672977,0.329405993,0.002277113,0.297385663,423,SPED,FALSE,TRUE,TRUE,Partner 006,School 1882,Traditional Public School,MIDDLE,General Ed,1,1,1,5.5,1,5.75,1,4,3
106575,A,Selective,History,0.78960515,N,LEVEL3,4,0,1819,0.002085404,0.00208537,0.139401779,0.002085008,0.002085666,0.002085628,0.348557711,0.119679525,0.002085401,0.37984848,418,BILINGUAL,TRUE,TRUE,TRUE,0,0,0,0,0,1,1,1,NA,1,4.25,2,1,1
108197,A,Most Selective,Biology,0.76277404,Y,LEVEL1,2,1,1771,0.264252543,0.002858996,0.002859151,0.002859456,0.194586784,0.002858824,0.002858986,0.172312826,0.002859075,0.351693362,423,BIOLOGY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
101716,A,Most Selective,Business,0.70388567,Y,LEVEL2,2,0,1364,0.002781955,0.002782434,0.002782279,0.002782344,0.351530671,0.002782361,0.475436836,0.002782322,0.002782473,0.153556302,438,MSMATH,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,2
100907,A,More Selective,Business,0.77538383,N,LEVEL2,3.5,1,1913,0.002704284,0.136229903,0.002704535,0.002704464,0.002704565,0.711101472,0.002704961,0.002704542,0.002704787,0.133736506,403,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
108175,A,Most Selective,Psychology,0.69369648,Y,LEVEL3,4,1,1788,0.002395435,0.002395073,0.002395238,0.002394749,0.002395208,0.954232872,0.002394809,0.002395189,0.026606258,0.002395143,423,SPED,TRUE,TRUE,TRUE,Partner 006,School 0235,Charter School,PREK-K,General Ed,1,1,1,5.25,1,5,1,1,3
107572,A,Selective,Creative Writing,0.82566314,N,LEVEL3,4,0,2398,0.113163054,0.001650101,0.00165013,0.017121727,0.001650258,0.334933609,0.001650089,0.414521962,0.112008937,0.001650111,437,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
105386,A,Most Selective,International Studies/Relations,0.70159519,Y,LEVEL3,4,1,1440,0.003228065,0.003227815,0.459338993,0.003227515,0.409065008,0.003227762,0.003227852,0.00322783,0.109001108,0.003228078,416,MSMATH,FALSE,FALSE,FALSE,Partner 550,School 1422,Traditional Public School,MIDDLE,Math,1,1,1,5.25,1,5.75,1,1,3
105835,A,Most Selective,Environmental Science,0.91453625,Y,LEVEL2,3.5,1,1682,0.198380515,0.002328434,0.314992726,0.002328346,0.177948251,0.294709176,0.002328092,0.00232802,0.002328416,0.002328024,417,MSGENSCIENCE,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,2,1
108061,A,Most Selective,Government,0.78063996,Y,LEVEL2,3,0,2240,0.354055077,0.002225229,0.002225153,0.093511984,0.002225347,0.364373147,0.00222505,0.002225341,0.055135988,0.121797703,423,HISTORY,TRUE,TRUE,TRUE,Partner 552,School 0012,Charter School,MIDDLE,Social Studies,1,1,1,5,1,4.75,1,2,1
104113,A,More Selective,Business,0.72967671,Y,LEVEL2,4,0,1686,0.00209037,0.291386545,0.200799689,0.083138756,0.002090667,0.188236177,0.002090619,0.002090359,0.225986347,0.002090518,433,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,3
100951,A,Most Selective,Political Science,0.77373544,N,LEVEL1,2,1,1615,0.537037969,0.437945038,0.003127272,0.003127008,0.003127085,0.003127206,0.003126964,0.003127092,0.003127196,0.003127228,403,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
100125,A,Selective,Psychology,0.81209263,N,LEVEL3,4,0,1602,0.002084639,0.216694027,0.002084582,0.002084153,0.002084367,0.002084242,0.204640687,0.002084158,0.002084034,0.564075112,444,HSMATH,FALSE,FALSE,FALSE,Partner 388,School 0433,Traditional Public School,HIGH,Science,1,1,1,6.75,1,7,1,1,2
106862,A,Most Selective,Journalism,0.60705639,Y,LEVEL3,4,1,1469,0.307894319,0.002633064,0.671039283,0.002633206,0.002633552,0.002633095,0.002633035,0.002633716,0.002633438,0.002633249,435,HSGENSCIENCE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,3,99,3
105764,A,Less Selective,Philosophy,0.77633803,Y,LEVEL2,4,1,1878,0.00250526,0.40105173,0.002505065,0.235137105,0.346277595,0.002504484,0.002504601,0.00250471,0.002504629,0.002504863,417,SPED,TRUE,TRUE,TRUE,Partner 174,School 1615,Traditional Public School,MIDDLE,English,1,1,1,6.75,1,6,1,1,2
108162,A,Most Selective,Biomedical Engineering,0.67218656,N,LEVEL2,3,1,1670,0.17009376,0.002944112,0.002943963,0.066806659,0.002943455,0.742493093,0.002943519,0.002944004,0.002943392,0.002944037,423,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
102183,A,Selective,English,0.77074857,Y,LEVEL1,2,1,1635,0.230336413,0.002224389,0.543585718,0.00222396,0.002224108,0.210508689,0.002224001,0.002224382,0.002224044,0.00222431,405,SPED,FALSE,FALSE,FALSE,Partner 440,School 0516,Charter School,HIGH,Math,1,1,1,6,1,6,1,2,2
108705,B,Least Selective,Business,0.78705711,N,LEVEL3,4,1,1544,0.004002262,0.004001415,0.004001721,0.004001547,0.004001711,0.004002027,0.004001927,0.131289676,0.004002147,0.836695611,424,MSMATH,TRUE,TRUE,TRUE,Partner 245,School 1028,Traditional Public School,MIDDLE,Math,1,1,1,3.25,1,4.5,1,1,1
103251,A,More Selective,Communications,0.72030782,Y,LEVEL2,3,0,1674,0.080422863,0.002440925,0.797022939,0.002440505,0.002440827,0.002440817,0.002440452,0.105469309,0.002440588,0.002440763,409,HSGENSCIENCE,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,1,NA,0,NA,1,1,3
100833,A,More Selective,Electrical Engineering,0.69666858,Y,LEVEL1,2.5,1,2725,0.001728354,0.4315992,0.209460929,0.001728477,0.05911015,0.102548897,0.001728241,0.001728789,0.188638538,0.001728437,403,CHEMISTRY,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,0
107195,A,Less Selective,Political Science,0.92123297,Y,LEVEL3,4.5,0,2360,0.165591985,0.350109249,0.049723566,0.040596489,0.001568596,0.189042151,0.001568306,0.00156823,0.198663145,0.001568269,438,HISTORY,TRUE,TRUE,TRUE,Partner 136,School 1417,Traditional Public School,HIGH,Social Studies,1,1,1,6.75,0,NA,NA,NA,0
108185,A,Most Selective,English,0.71271949,Y,LEVEL3,4,1,2115,0.002276187,0.563052058,0.0022763700000000002,0.002276389,0.002275567,0.002276079,0.112150855,0.002276254,0.308864057,0.002276217,423,ENGLISH,TRUE,FALSE,FALSE,Partner 068,School 0342,Charter School,6,English,1,1,1,5.5,1,5.75,1,4,1
100956,A,Least Selective,English,0.71467991,N,LEVEL3,4.5,0,1617,0.730924308,0.00256797,0.118651442,0.002567872,0.002568128,0.002568143,0.002567797,0.002567773,0.132448688,0.002567887,403,SPED,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
105977,A,Selective,Chemistry,0.67140603,N,LEVEL1,2.5,0,1934,0.279030025,0.45985201,0.001541165,0.001541267,0.001541386,0.001541418,0.001541338,0.001541483,0.145093545,0.106776319,434,CHEMISTRY,TRUE,TRUE,TRUE,Partner 003,School 2226,Charter School,HIGH,Science,1,1,1,3.5,1,5.25,1,3,2
103686,A,Most Selective,History,0.69206319,Y,LEVEL2,2,1,1531,0.002502945,0.165152013,0.002503137,0.002502567,0.162531614,0.002502993,0.002502859,0.315999717,0.341299236,0.002502928,411,ENGLISH,FALSE,FALSE,FALSE,Partner 390,School 2259,Charter School,HIGH,English,1,1,1,4.5,1,5.25,3,99,0
104995,A,Least Selective,Art History,0.74957297,N,LEVEL1,2.5,1,1894,0.496932745,0.001819729,0.001819556,0.001819562,0.001819525,0.001819642,0.23067452,0.259655833,0.001819347,0.001819515,414,ENGLISH,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,1,1
106289,A,Selective,English,0.88190468,Y,LEVEL3,4.5,0,606,0.007152432,0.39416337,0.007152037,0.007150411,0.007151935,0.548623443,0.00715158,0.007151249,0.007151586,0.007151916,419,ENGLISH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,0,0,NA,0,NA,1,2,1
104409,A,More Selective,Psychology,0.68314783,Y,LEVEL3,4,0,2547,0.225308657,0.15610604,0.001725978,0.001725739,0.486040056,0.001726073,0.001725912,0.122189544,0.001725949,0.001726046,413,MSGENERALIST,TRUE,TRUE,TRUE,Partner 296,School 1453,Charter School,MIDDLE,Math,1,1,1,6,1,6,2,2,3
101254,A,More Selective,Public Administration,0.93947246,Y,LEVEL3,5,1,2009,0.08614704,0.002225191,0.264829099,0.002225378,0.57772243,0.002224999,0.002225246,0.002225103,0.057950448,0.002225031,404,ELEMENTARY,FALSE,FALSE,FALSE,Partner 537,School 0541,Charter School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,3,1,3.5,1,1,1
100959,A,Selective,Early Childhood Education,0.68969249,Y,LEVEL3,5,0,2579,0.106295452,0.001931284,0.047304653,0.109804042,0.001931187,0.306864679,0.001931176,0.311426133,0.001930878,0.110580541,403,PREK,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,1,1
100175,A,Selective,Education (elementary),0.76979078,Y,LEVEL2,3.5,1,1907,0.33669734,0.504527092,0.002327299,0.002327057,0.076436631,0.002327204,0.002326956,0.002327193,0.068376042,0.002327203,435,ELEMENTARY,TRUE,TRUE,TRUE,Missing Data,School 2828,Missing Data,UPPER ELEMENTARY (3-5),English,1,1,1,5,1,NA,1,1,1
105545,A,More Selective,Political Science,0.74032621,Y,LEVEL1,2.5,1,1542,0.002632596,0.333141416,0.002632488,0.177611664,0.002632755,0.161470234,0.002632659,0.311981201,0.002632242,0.002632761,417,SPED,FALSE,FALSE,FALSE,Partner 146,School 1784,Traditional Public School,HIGH,Other,1,1,1,4.25,1,4.25,1,1,3
105487,A,Most Selective,Business,0.81940637,Y,LEVEL2,3.5,1,1760,0.002710875,0.47102043,0.114944831,0.002710524,0.143762097,0.002710959,0.00271083,0.002710353,0.002710856,0.254008234,417,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
103898,A,Most Selective,Anthropology,0.76671737,Y,LEVEL3,4.5,1,1087,0.00416921,0.296984613,0.00416942,0.004169257,0.004169284,0.244053289,0.004169341,0.429776609,0.004169383,0.00416962,411,ENGLISH,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,3,1
101086,A,More Selective,Physics,0.66537968,N,LEVEL1,2,1,1820,0.002859841,0.002859543,0.759718657,0.002859567,0.116605431,0.002860061,0.002859812,0.00285969,0.103657581,0.002859893,403,HSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,2,1
106173,B,Most Selective,Anthropology,0.73331645,Y,LEVEL3,4,0,1877,0.601779103,0.002129734,0.002129453,0.157610565,0.002129613,0.002129827,0.123059571,0.002129748,0.104772352,0.002130045,434,ENGLISH,FALSE,FALSE,FALSE,Partner 371,School 0681,Traditional Public School,HIGH,English,1,1,1,5.5,0,NA,1,1,1
106563,A,More Selective,Psychology,0.69473124,Y,LEVEL3,4,0,1485,0.003336169,0.429852813,0.293195903,0.003336345,0.25359803400000003,0.003336261,0.003336143,0.00333627,0.003336002,0.003336074,418,SPED,TRUE,TRUE,TRUE,Partner 557,School 0311,Traditional Public School,HIGH,English,1,1,1,4,1,2.75,2,1,1
104515,A,Least Selective,Finance,0.72829732,Y,LEVEL3,4,1,2126,0.001924424,0.777201295,0.001924491,0.001924491,0.001924725,0.001924872,0.001924525,0.207402274,0.001924475,0.0019244,413,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,0
109666,A,More Selective,English,0.74170905,Y,LEVEL3,3.5,1,1279,0.299088359,0.004002134,0.004002222,0.112988696,0.414244473,0.004002788,0.00400237,0.149664819,0.004001954,0.004002169,448,SPED,FALSE,FALSE,FALSE,Partner 543,School 1849,Traditional Public School,HIGH,English,1,1,1,5.25,1,5.75,1,3,1
105524,A,Most Selective,Biology,0.83617568,N,LEVEL2,3,1,2061,0.463206619,0.002233387,0.062351961,0.036217559,0.002233512,0.002233606,0.107899755,0.3191562,0.002233983,0.00223338,417,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
105030,A,Most Selective,Economics,0.66269035,Y,LEVEL2,3.5,0,1614,0.156592727,0.11977113,0.337990791,0.002870496,0.2868433,0.002870054,0.002869815,0.002870311,0.084451467,0.002869914,415,MSMATH,TRUE,FALSE,TRUE,Partner 246,School 0618,Charter School,MIDDLE,Math,1,1,1,5.25,1,5.25,2,2,2
105589,A,Selective,Journalism,0.69216909,Y,LEVEL3,4.5,1,1258,0.00313563,0.003135695,0.003135012,0.003135255,0.257687569,0.602017462,0.00313519,0.118347064,0.003136009,0.003135134,417,ENGLISH,TRUE,TRUE,TRUE,Partner 321,School 1415,Charter School,HIGH,English,1,1,1,3.5,1,NA,1,3,1
108156,A,Most Selective,Biochemistry,0.76005943,Y,LEVEL3,4,0,2425,0.107838489,0.002085441,0.002085009,0.00208534,0.136636034,0.740929306,0.002085166,0.002085124,0.002085106,0.002084992,423,BIOLOGY,FALSE,TRUE,TRUE,Partner 054,School 1357,Traditional Public School,HIGH,Science,1,1,1,7,1,6,1,1,2
100866,A,Least Selective,English,0.66858593,Y,LEVEL3,2,0,1417,0.582064152,0.084777676,0.003335494,0.003335156,0.003334691,0.003335501,0.003334998,0.003335182,0.003335092,0.309812069,403,ELEMENTARY,TRUE,TRUE,TRUE,Partner 554,School 0584,Traditional Public School,MIDDLE,English,1,1,1,3.75,1,4.5,1,1,1
104889,B,Least Selective,English,0.73727854,Y,LEVEL3,3,1,1672,0.002859223,0.00285917,0.423802435,0.239613727,0.114789546,0.002859524,0.002859577,0.00285926,0.002859305,0.204638273,414,ENGLISH,FALSE,TRUE,TRUE,Partner 109,School 2005,Traditional Public School,MIDDLE,English,1,1,1,7,1,5.75,1,4,1
103469,A,Less Selective,Criminal Justice,0.87191025,Y,LEVEL3,3,0,1513,0.616683125,0.002276075,0.002276046,0.00227594,0.00227618,0.00227597,0.002275954,0.00227596,0.002276036,0.365108699,443,MSMATH,TRUE,TRUE,TRUE,Partner 340,School 1010,Traditional Public School,MIDDLE,Math,1,1,1,6.25,1,6,1,1,2
106135,A,More Selective,Marketing,0.74136788,Y,LEVEL3,2,1,905,0.004764262,0.004764421,0.004765316,0.004763749,0.269959778,0.004764987,0.409585029,0.287101001,0.004766629,0.004764797,434,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,0,NA,0,NA,1,3,2
100846,A,Most Selective,Asian Studies,0.66832983,Y,LEVEL1,2,1,2023,0.297783405,0.002132487,0.002132602,0.082073413,0.180466831,0.00213245,0.002132515,0.00213232,0.426881582,0.002132376,403,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,1
105285,B,Selective,Accounting,0.68745022,Y,LEVEL3,4,0,1972,0.002709036,0.002709027,0.096512362,0.00270917,0.520471513,0.002709139,0.002709478,0.364051759,0.002709469,0.002709056,416,PREK,TRUE,TRUE,TRUE,Partner 550,School 0813,Traditional Public School,PREK-K,General Ed,1,1,1,6,1,5.25,1,1,1
100344,B,Most Selective,Communications,0.81327672,Y,LEVEL2,3.5,0,1768,0.069014102,0.001854177,0.001854018,0.001854036,0.203779072,0.686313272,0.001854219,0.001854074,0.029768977,0.001854038,400,ELEMENTARY,TRUE,FALSE,TRUE,Partner 261,School 0161,Traditional Public School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,6,1,6,1,1,1
101116,A,Most Selective,Communications,0.69839653,N,LEVEL1,2,0,1297,0.003459772,0.084965877,0.003459632,0.003458766,0.052729227,0.83808881,0.003459455,0.003459435,0.003459298,0.003459719,403,ELEMENTARY,FALSE,FALSE,FALSE,Partner 113,School 1012,Charter School,LOWER ELEMENTARY (1-2),General Ed,1,1,1,5,1,7,1,1,3
107179,A,Less Selective,Psychology,0.84936643,N,LEVEL3,4,1,1019,0.455010265,0.321194708,0.004005425,0.004005025,0.004005597,0.195756137,0.004005787,0.004005851,0.004005322,0.00400587,438,MSGENSCIENCE,TRUE,TRUE,TRUE,Partner 092,School 1354,Traditional Public School,MIDDLE,Science,1,1,1,5.75,1,6,1,1,3
106246,A,Selective,Social Work,0.67893077,Y,LEVEL3,4,0,1670,0.755839944,0.002567142,0.00256717,0.174486965,0.002567194,0.051703237,0.002567181,0.002567256,0.002566784,0.002567156,434,ELEMENTARY,FALSE,FALSE,FALSE,Partner 473,School 0284,Charter School,6,Math,1,1,1,5,1,6,1,2,1
106413,B,More Selective,English,0.68335869,Y,LEVEL3,4.5,0,1695,0.113775879,0.660588562,0.002384651,0.002384635,0.002384369,0.137192816,0.002384402,0.002384552,0.002384431,0.074135698,419,ENGLISH,FALSE,FALSE,FALSE,Partner 142,School 0686,Traditional Public School,HIGH,English,1,1,1,6,1,7,1,1,1
105023,B,More Selective,Exercise Science,0.77250372,Y,LEVEL3,4,0,1725,0.253677279,0.287864715,0.437834144,0.002945912,0.002946413,0.002946259,0.002946625,0.002946222,0.002946284,0.002946093,415,MSGENSCIENCE,TRUE,TRUE,FALSE,Partner 246,School 0518,Charter School,MIDDLE,Math,1,1,1,6.75,1,6.5,1,1,2
108656,A,Most Selective,International Studies/Relations,0.71353826,Y,LEVEL3,4.5,0,1613,0.147201434,0.002383913,0.002383844,0.002383724,0.176497936,0.659613371,0.002383888,0.002384207,0.002383919,0.002383726,424,HSMATH,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,3,99,2
104084,B,More Selective,Exercise Science,0.84621314,Y,LEVEL3,5,0,1819,0.002045303,0.812983632,0.049744446,0.002045155,0.002045268,0.122954682,0.002045304,0.002045424,0.002045273,0.0020455,433,ELEMENTARY,FALSE,FALSE,FALSE,Partner 234,School 1866,Traditional Public School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,6.75,1,7,2,1,2
107304,B,Selective,Child Studies,0.75106444000000006,N,LEVEL2,3,1,1492,0.003132326,0.092730001,0.003131787,0.00313217,0.003131805,0.12656185,0.20149523,0.003132069,0.003131852,0.56042093,422,ELEMENTARY,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,2
108706,B,More Selective,Political Science,0.80845847,Y,LEVEL3,4,1,1712,0.002942796,0.002942618,0.002943073,0.450483859,0.002942638,0.002943038,0.002943033,0.52597338,0.002942442,0.002943087,424,HSMATH,TRUE,TRUE,TRUE,Partner 350,School 1745,Traditional Public School,HIGH,Math,1,1,1,5,1,5.75,1,1,1
104922,A,More Selective,Writing,0.8664098,Y,LEVEL3,5,0,1723,0.149458662,0.003033243,0.003033195,0.118969351,0.003032974,0.515093088,0.003034084,0.003033093,0.003032891,0.198279366,414,ELEMENTARY,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,3,99,3
107639,A,Selective,History,0.85547261,Y,LEVEL3,3.5,1,1634,0.083770491,0.489975065,0.196717709,0.002782961,0.002782236,0.002782713,0.002782636,0.002782743,0.002782833,0.212840602,437,ELEMENTARY,FALSE,FALSE,FALSE,Partner 472,School 1263,Traditional Public School,UPPER ELEMENTARY (3-5),General Ed,1,1,1,4,1,7,1,1,1
101552,A,Most Selective,English,0.75281527,Y,LEVEL2,3.5,0,1689,0.2157785,0.003451849,0.542918384,0.003451612,0.217140242,0.003451991,0.003451746,0.003452079,0.003451802,0.003451839,404,HSGENSCIENCE,FALSE,TRUE,TRUE,Partner 405,School 0510,Charter School,MIDDLE,Science,1,1,1,4.75,1,4.75,1,1,3
104440,A,More Selective,Interdisciplinary Studies,0.86997184,Y,LEVEL2,4,0,1655,0.163332805,0.424196988,0.207934767,0.002444591,0.002444228,0.002444215,0.002444118,0.002444319,0.18987003,0.002443932,413,ELEMENTARY,TRUE,TRUE,TRUE,Partner 095,School 1966,Traditional Public School,UPPER ELEMENTARY (3-5),English,1,1,1,5.75,1,5.25,1,1,2
108379,A,Most Selective,Sociology,0.72413262,Y,LEVEL3,4.5,0,1737,0.003337841,0.003337653,0.003337203,0.003337603,0.003337449,0.003337327,0.204933494,0.345993936,0.003336914,0.425710618,423,SPED,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,1,1,1,NA,1,NA,2,1,1
105170,A,More Selective,International Studies/Relations,0.69432348,N,LEVEL3,4,0,1602,0.320458025,0.584754944,0.00270523,0.002704393,0.002704241,0.002704847,0.002704535,0.075854287,0.002704502,0.002705025,415,HSMATH,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,2,1
108100,A,Most Selective,Psychology,0.88081977,Y,LEVEL3,5,0,1712,0.002176129,0.00217633,0.002175965,0.002176,0.002176295,0.925661981,0.002176118,0.002176239,0.056928709,0.002176226,423,SPED,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,1,3
107514,A,Most Selective,Philosophy,0.86283657,Y,LEVEL3,4.5,0,1767,0.0030317400000000002,0.003031959,0.592739999,0.003031669,0.139063746,0.105496779,0.003032323,0.00303197,0.144507885,0.003031871,437,ELEMENTARY,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,1,7,1
108092,A,Selective,Psychology,0.712401,Y,LEVEL2,3,0,2082,0.118493162,0.001961992,0.001962326,0.043338157,0.40061149,0.001962112,0.425784498,0.001962121,0.001962171,0.001961985,423,PREK,TRUE,TRUE,TRUE,Partner 145,School 2084,Early Childhood Education (ECE) Center,PREK-K,General Ed,1,1,1,5.75,1,5,1,1,1
